CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto
01.235.622/0001-61;2021-12-31;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.
01.235.622/0001-61;2021-12-31;1;Imóveis para venda em construção;Blanc 260;N.A.;N.A.
01.235.622/0001-61;2021-12-31;1;Imóveis para venda em construção;Costa Mare;Prazo de obra replanejado, devido estratégias comerciais.;N.A.
01.235.622/0001-61;2021-12-31;1;Imóveis para venda em construção;The Gallery;N.A.;N.A.
01.235.622/0001-61;2021-12-31;1;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.
01.235.622/0001-61;2021-12-31;1;Imóveis para venda em construção;Iluminato;Atraso no desmonte da rocha, devido à redução de horário de trabalho. Zona altamente residencial.;N.A.
03.683.056/0001-86;2021-03-31;1;Imóveis para renda em construção;Edifício Alameda Santos;Evolução está de acordo com o previsto;Cronograma de obras está sendo seguindo dentro do baseline e ajustado ao calendário reprogramado de obra
03.683.056/0001-86;2021-06-30;1;Imóveis para renda em construção;Edifício Alameda Santos;Evolução está de acordo com o previsto;Cronograma de obras está sendo seguindo dentro do baseline e ajustado ao calendário reprogramado de obra
03.683.056/0001-86;2021-09-30;1;Imóveis para renda em construção;Edifício Alameda Santos;Evolução está de acordo com o previsto;Cronograma de obras está sendo seguindo dentro do baseline e ajustado ao calendário reprogramado de obra
03.683.056/0001-86;2021-12-31;1;Imóveis para renda em construção;Edifício Alameda Santos;Evolução está de acordo com o previsto;Cronograma de obras está sendo seguindo dentro do baseline e ajustado ao calendário reprogramado de obra
08.417.532/0001-30;2021-03-31;1;Imóveis para renda em construção;Expansão Lubrax;NA;NA
08.417.532/0001-30;2021-06-30;1;Imóveis para renda em construção;Expansão Lubrax;NA;NA
08.417.532/0001-30;2021-09-30;1;Imóveis para renda em construção;Expansão Lubrax;NA;NA
08.417.532/0001-30;2021-12-31;1;Imóveis para renda em construção;Expansão Lubrax;NA;NA
09.150.967/0001-24;2021-03-30;1;Imóveis para renda em construção;Benteler;COVID e chuvas;
09.150.967/0001-24;2021-06-30;1;Imóveis para renda em construção;Benteler;COVID e chuvas;
11.044.355/0001-07;2021-03-31;1;Imóveis para renda em construção;Power Shopping Centerminas;O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.;Aumento do custo indireto, devido ao aumento no prazo de execução.
11.044.355/0001-07;2021-06-30;1;Imóveis para renda em construção;Power Shopping Centerminas;O andamento das atividades são planejadas de acordo com premissas de receitas, cujos valores estimados não aconteceram conforme previsto, fato que acarretou o atraso no andamento físico da obra.;Aumento do custo indireto, devido ao aumento no prazo de execução.
11.044.355/0001-07;2021-09-30;2;Imóveis para renda em construção;Power Shopping Centerminas;O andamento das atividades é planejado de acordo com as premissas de receitas, cujos valores estimados não foram consolidados conforme previsto, fato que acarretou o atraso no andamento físico da obra.;Aumento do custo indireto, devido ao aumento no prazo de execução.
12.681.340/0001-04;2021-03-31;1;Imóveis para renda em construção;Ag. Raposo;Obras em finalização.;não há
12.989.974/0001-29;2021-03-31;2;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.
12.989.974/0001-29;2021-03-31;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2021-03-31;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2021-06-30;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2021-06-30;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2021-06-30;1;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.
12.989.974/0001-29;2021-09-30;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2021-09-30;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2021-09-30;1;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.
12.989.974/0001-29;2021-12-31;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2021-12-31;2;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.
12.989.974/0001-29;2021-12-31;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
13.320.290/0001-00;2021-03-31;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;
13.320.290/0001-00;2021-03-31;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;
13.320.290/0001-00;2021-06-30;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;
13.320.290/0001-00;2021-06-30;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;
13.320.290/0001-00;2021-09-30;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;
13.320.290/0001-00;2021-09-30;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;
13.320.290/0001-00;2021-12-31;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;
13.320.290/0001-00;2021-12-31;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;
13.584.584/0001-31;2021-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.584.584/0001-31;2021-06-30;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.584.584/0001-31;2021-09-30;3;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.584.584/0001-31;2021-12-31;2;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.703.596/0001-38;2021-03-31;1;Imóveis para renda em construção;Não possui informação apresentada.;;
13.703.596/0001-38;2021-06-30;1;Imóveis para renda em construção;Não possui informação apresentada.;;
13.703.596/0001-38;2021-09-30;1;Imóveis para renda em construção;Não possui informação apresentada.;;
13.703.596/0001-38;2021-12-31;1;Imóveis para renda em construção;Não possui informação apresentada.;;
13.726.079/0001-84;2021-03-31;1;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica
13.726.079/0001-84;2021-06-30;1;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica
13.726.079/0001-84;2021-09-30;1;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica
13.726.079/0001-84;2021-12-31;2;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica
14.609.653/0001-87;2021-03-31;1;Imóveis para renda em construção;JHSF Aeroporto;;
14.609.653/0001-87;2021-06-30;1;Imóveis para renda em construção;JHSF Aeroporto;;
14.609.653/0001-87;2021-09-30;1;Imóveis para renda em construção;JHSF Aeroporto;;
14.609.653/0001-87;2021-12-31;1;Imóveis para renda em construção;JHSF Aeroporto;;
15.461.076/0001-91;2021-03-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;
15.461.076/0001-91;2021-03-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;
15.461.076/0001-91;2021-03-31;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2021-03-31;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2021-03-31;1;Imóveis para renda em construção;51 Unidades  Master no Hotel;;
15.461.076/0001-91;2021-03-31;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2021-06-30;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2021-06-30;1;Imóveis para renda em construção;51 Unidades  Master no Hotel;;
15.461.076/0001-91;2021-06-30;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;
15.461.076/0001-91;2021-06-30;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2021-06-30;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2021-06-30;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;
15.461.076/0001-91;2021-09-30;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2021-09-30;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2021-09-30;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;
15.461.076/0001-91;2021-09-30;1;Imóveis para renda em construção;51 Unidades  Master no Hotel;;
15.461.076/0001-91;2021-09-30;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2021-09-30;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;
15.461.076/0001-91;2021-12-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;
15.461.076/0001-91;2021-12-31;1;Imóveis para renda em construção;51 Unidades  Master no Hotel;;
15.461.076/0001-91;2021-12-31;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2021-12-31;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2021-12-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;
15.461.076/0001-91;2021-12-31;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
17.211.882/0001-37;2021-03-31;1;Imóveis para renda em construção;.;.;.
17.211.882/0001-37;2021-06-30;1;Imóveis para renda em construção;.;.;.
17.211.882/0001-37;2021-09-30;1;Imóveis para renda em construção;.;;.
17.211.882/0001-37;2021-12-31;1;Imóveis para renda em construção;.;.;.
17.311.079/0001-74;2021-03-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
17.311.079/0001-74;2021-06-30;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
17.311.079/0001-74;2021-09-30;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
17.311.079/0001-74;2021-12-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
18.369.510/0001-04;2021-03-31;3;Imóveis para renda em construção;.;.;.
18.369.510/0001-04;2021-06-30;3;Imóveis para renda em construção;.;;
18.369.510/0001-04;2021-09-30;3;Imóveis para renda em construção;.;;
18.369.510/0001-04;2021-12-31;2;Imóveis para renda em construção;.;.;.
20.265.467/0001-70;2021-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
20.265.467/0001-70;2021-06-30;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
20.265.467/0001-70;2021-09-30;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
20.265.467/0001-70;2021-12-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
20.748.515/0001-81;2021-03-31;1;Imóveis para renda em construção;Expansão Bresco Bahia (G100);Não se aplica;Obras avançando mais rápido do que o previsto
20.748.515/0001-81;2021-03-31;1;Imóveis para renda em construção;Expansão Contagem;Não se aplica;Não se aplica
24.853.044/0001-22;2021-03-31;2;Imóveis para renda em construção;Castelo 57 Business Park;n/a;n/a
24.853.044/0001-22;2021-06-30;1;Imóveis para renda em construção;Castelo 57 Business Park;n/a;n/a
24.853.044/0001-22;2021-09-30;1;Imóveis para renda em construção;Castelo 57 Business Park;n/a;n/a
24.853.044/0001-22;2021-12-31;1;Imóveis para renda em construção;Castelo 57 Business Park;n/a;n/a
26.502.794/0001-85;2021-03-31;1;Imóveis para renda em construção;Especulativo Cajamar;Não aplicável;Não aplicável
26.502.794/0001-85;2021-03-31;1;Imóveis para renda em construção;Syslog SP;Não aplicável;Não aplicável
26.502.794/0001-85;2021-06-30;1;Imóveis para renda em construção;Syslog SP;Não aplicável;Não aplicável
26.502.794/0001-85;2021-06-30;1;Imóveis para renda em construção;Especulativo Cajamar;Não aplicável;Não aplicável
26.502.794/0001-85;2021-06-30;1;Imóveis para renda em construção;Especulativo Extrema;Não aplicável;Não aplicável
26.502.794/0001-85;2021-09-30;1;Imóveis para renda em construção;Syslog SP;Não aplicável;Não aplicável
26.502.794/0001-85;2021-09-30;1;Imóveis para renda em construção;Especulativo Extrema;Não aplicável;Não aplicável
26.502.794/0001-85;2021-09-30;1;Imóveis para renda em construção;Especulativo Cajamar;Não aplicável;Não aplicável
26.502.794/0001-85;2021-12-31;1;Imóveis para renda em construção;Especulativo Extrema;Não aplicável;Não aplicável
26.502.794/0001-85;2021-12-31;1;Imóveis para renda em construção;CD Leroy Expansão;Não aplicável;Não aplicável
26.614.291/0001-00;2021-09-30;1;Imóveis para renda em construção;Projeto BTS Eagleburgmann do Brasil;Chuvas acima da média historica em junho 21 e substituição da construtora.;
26.614.291/0001-00;2021-12-31;1;Imóveis para renda em construção;Projeto BTS Eagleburgmann do Brasil;Chuvas acima da média historica em junho 21 e substituição da construtora.;
27.580.051/0001-96;2021-03-31;1;Imóveis para renda em construção;Empreendimento não residencial na cidade de Bonito - PE;Construção dentro do previsto.;Custos dentro do previsto.
28.267.555/0001-13;2021-03-31;1;Imóveis para renda em construção;CONDOMINIO LED CORPORATE (70,81% da área total);A obra encontra-se em fase final de construção e sua evolução está dentro do cronograma previsto.;A obra encontra-se em fase final de construção e sua evolução está dentro do cronograma previsto.
28.267.555/0001-13;2021-06-30;1;Imóveis para renda em construção;CONDOMINIO LED CORPORATE (70,81% da área total);A obra encontra-se concluída e habite-se emitido julho-2021.;Os custos corresponderam ao previsto no cronograma.
28.516.650/0001-03;2021-03-31;1;Imóveis para venda em construção;N/A;;
28.516.650/0001-03;2021-06-30;1;Imóveis para venda em construção;Condomínio Lisboa 142;Atraso em virtude da pandemia;
28.516.650/0001-03;2021-09-30;1;Imóveis para venda em construção;Condomínio Lisboa 142;Atraso em virtude da pandemia;
30.017.492/0001-99;2021-03-31;1;Imóveis para renda em construção;.;.;.
30.017.492/0001-99;2021-06-30;1;Imóveis para renda em construção;.;.;.
30.017.492/0001-99;2021-09-30;1;Imóveis para renda em construção;.;.;.
30.017.492/0001-99;2021-12-31;1;Imóveis para renda em construção;.;.;.
30.629.603/0001-18;2021-09-30;2;Imóveis para renda em construção;Galpão Cajamar;Não Aplicável;Não Aplicável
30.629.603/0001-18;2021-12-31;1;Imóveis para renda em construção;Galpão Cajamar;Não possui;Não possui
30.654.849/0001-40;2021-03-31;1;Imóveis para renda em construção;NA;NA;NA
30.654.849/0001-40;2021-06-30;1;Imóveis para renda em construção;NA;NA;NA
30.654.849/0001-40;2021-09-30;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
30.654.849/0001-40;2021-12-31;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
30.871.716/0001-25;2021-03-31;1;Imóveis para renda em construção;N/D;N/D;N/D
30.871.716/0001-25;2021-06-30;1;Imóveis para renda em construção;N/D;N/D;N/D
30.871.716/0001-25;2021-09-30;1;Imóveis para renda em construção;N/D;N/D;N/D
30.871.716/0001-25;2021-12-31;1;Imóveis para renda em construção;N/D;N/D;N/D
31.907.591/0001-09;2021-03-31;1;Imóveis para renda em construção;Imóvel A, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2021-03-31;1;Imóveis para renda em construção;Imóvel B, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2021-06-30;1;Imóveis para renda em construção;Imóvel A, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2021-06-30;1;Imóveis para renda em construção;Imóvel B, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2021-09-30;1;Imóveis para renda em construção;Imóvel A, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2021-09-30;1;Imóveis para renda em construção;Imóvel B, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2021-12-31;1;Imóveis para renda em construção;Imóvel B, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2021-12-31;1;Imóveis para renda em construção;Imóvel A, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.962.875/0001-06;2021-03-31;1;Imóveis para renda em construção;N/A;N/A;N/A
31.962.875/0001-06;2021-06-30;1;Imóveis para renda em construção;N/A;N/A;N/A
34.508.923/0001-70;2021-06-30;1;Imóveis para venda em construção;Não há;Não há;Não há
34.508.923/0001-70;2021-09-30;2;Imóveis para venda em construção;Não há;Não há;Não há
34.508.923/0001-70;2021-12-31;1;Imóveis para venda em construção;Não há;Não há;Não há
34.895.711/0001-93;2021-03-31;1;Imóveis para venda em construção;ALPHACASTELLO;não aplicavel;não aplicavel
34.895.711/0001-93;2021-03-31;1;Imóveis para venda em construção;ALPHAVILLE BAURU;não aplicavel;não aplicavel
34.895.711/0001-93;2021-03-31;1;Imóveis para venda em construção;ALPHABURLEMARX LOTE A,B e C;não aplicavel;não aplicavel
34.895.711/0001-93;2021-06-30;1;Imóveis para venda em construção;ALPHAVILLE BAURU;não aplicavel;não aplicavel
34.895.711/0001-93;2021-06-30;1;Imóveis para venda em construção;ALPHACASTELLO;não aplicavel;não aplicavel
34.895.711/0001-93;2021-06-30;1;Imóveis para venda em construção;ALPHABURLEMARX LOTE A,B e C;não aplicavel;não aplicavel
34.895.711/0001-93;2021-06-30;1;Imóveis para venda em construção;ALPHAVILLE NOVAESPLANADA;não aplicavel;não aplicavel
34.895.711/0001-93;2021-09-30;1;Imóveis para venda em construção;ALPHAVILLE BAURU;não aplicavel;não aplicavel
34.895.711/0001-93;2021-09-30;1;Imóveis para venda em construção;ALPHAVILLE NOVAESPLANADA;não aplicavel;não aplicavel
34.895.711/0001-93;2021-09-30;1;Imóveis para venda em construção;ALPHACASTELLO;não aplicavel;não aplicavel
34.895.711/0001-93;2021-12-31;1;Imóveis para venda em construção;ALPHAVILLE DOM PEDRO;n/a;n/a
34.895.711/0001-93;2021-12-31;1;Imóveis para venda em construção;ALPHACASTELLO;n/a;n/a
34.895.711/0001-93;2021-12-31;1;Imóveis para venda em construção;ALPHAVILLE NOVAESPLANADA;n/a;n/a
34.895.711/0001-93;2021-12-31;1;Imóveis para venda em construção;ALPHAVILLE JUNDIAÍ;n/a;n/a
35.652.102/0001-76;2021-06-30;1;Imóveis para renda em construção;Union Faria Lima;Não aplicável;Não aplicável
35.652.102/0001-76;2021-09-30;2;Imóveis para renda em construção;Union Faria Lima;Não aplicável;Não aplicável
35.652.102/0001-76;2021-12-31;2;Imóveis para renda em construção;Union Faria Lima;Não aplicável;Não aplicável
35.705.463/0001-33;2021-06-30;1;Imóveis para renda em construção;GALPÃO WTLOG RBR;n/a;n/a
35.705.463/0001-33;2021-09-30;1;Imóveis para renda em construção;GALPÃO WT RBR LOG;N/A;N/A
35.705.463/0001-33;2021-12-31;1;Imóveis para renda em construção;GALPÃO WTLOG RBR;n/a;n/a
35.725.659/0001-90;2021-03-31;1;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;Aguardando aprovação dos orgão reguladores para iniviar as obras;
35.725.659/0001-90;2021-03-31;1;Imóveis para renda em construção;COND RES TEENA;Esses desvios foram ocasionados devido os decretos/paralizações ocorridas no ano 2021 em decorrência da pandemia. Vamos buscar minimizar esses impactos.;
35.725.659/0001-90;2021-06-30;2;Imóveis para renda em construção;COND RES TEENA;Esses desvios foram ocasionados devido aos decretos/paralizações ocorridas no ano de 2020 e 2021 em decorrência da pandemia, acrescido da baixa de oferta de alguns materiais da construção civil.;
35.725.659/0001-90;2021-06-30;2;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;Aguardando aprovação dos orgão reguladores para iniviar as obras;
35.725.659/0001-90;2021-09-30;1;Imóveis para renda em construção;COND RES TEENA;Os desvios aconteceram devido às paralizações do COVID-19,  em 2020 e 2021, em conjunto com a escassez de materias;Não se aplica.
35.725.659/0001-90;2021-09-30;1;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;Devido a escavação em rocha em volume superior ao previsto. Estamos na fase inicial da obra e temos itens futuros a recuperar.;Devido a escavação em rocha em volume superior ao previsto. Estamos na fase inicial da obra e temos itens futuros a recuperar.
35.725.659/0001-90;2021-12-31;1;Imóveis para renda em construção;COND RES TEENA;Os desvios aconteceram devido às paralizações do COVID-19,  em 2020 e 2021, em conjunto com a escassez de materias;Não se aplica.
35.725.659/0001-90;2021-12-31;1;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;A obra não iniciou, está em fase de aprovação de projeto na prefeitura protocolado em fev/2021.;Não se aplica.
35.765.889/0001-82;2021-12-31;1;Imóveis para renda em construção;Hospital Bandeirantes;Obra finalizada;O imóvel esta finalizando as melhorias as custas do locatário, conforme acordado.
35.765.907/0001-26;2021-09-30;1;Imóveis para renda em construção;GOLGI JUNDIAI - PHASE 2;OBRA DENTRO DO CRONOGRAMA;ORÇAMENTO DENTRO DO ORÇAMENTO
35.765.907/0001-26;2021-12-31;2;Imóveis para renda em construção;GOLGI JUNDIAI - PHASE 2;OBRA DENTRO DO CRONOGRAMA;ORÇAMENTO DENTRO DO ORÇAMENTO
36.098.375/0001-83;2021-03-31;1;Imóveis para renda em construção;N/A;N/A;N/A
36.098.375/0001-83;2021-06-30;1;Imóveis para renda em construção;N/A;N/A;N/A
36.517.660/0001-91;2021-03-31;1;Imóveis para renda em construção;Urbic Tomas Alves;não aplicável;não aplicável
36.517.660/0001-91;2021-03-31;1;Imóveis para renda em construção;Urbic Sabia;não aplicável;não aplicável
36.517.660/0001-91;2021-03-31;1;Imóveis para renda em construção;Cyrela for you;não aplicável;não aplicável
36.517.660/0001-91;2021-06-30;1;Imóveis para renda em construção;Urbic Sabia;não aplicável;não aplicável
36.517.660/0001-91;2021-06-30;1;Imóveis para renda em construção;Cyrela for you;não aplicável;não aplicável
36.517.660/0001-91;2021-09-30;1;Imóveis para renda em construção;Urbic Sabia;não aplicável;não aplicável
36.517.660/0001-91;2021-09-30;1;Imóveis para renda em construção;Cyrela for you;não aplicável;não aplicável
36.517.660/0001-91;2021-12-31;1;Imóveis para renda em construção;Urbic Sabia;não aplicável;não aplicável
36.517.660/0001-91;2021-12-31;1;Imóveis para renda em construção;Cyrela for you;não aplicável;não aplicável
36.673.421/0001-20;2021-12-31;1;Imóveis para venda em construção;Não há;Não há;Não há
39.601.007/0001-02;2021-06-30;1;Imóveis para renda em construção;Galpão Industrial - Valinhos - SP - loteamento Macuco;Evolução dentro do previsto.;Custos dentro do previsto.
39.601.007/0001-02;2021-09-30;1;Imóveis para renda em construção;Galpão Industrial - Valinhos - SP - loteamento Macuco;Evolução dentro do previsto.;Custos dentro do previsto.
39.601.007/0001-02;2021-12-31;1;Imóveis para renda em construção;Galpão Industrial - Valinhos - SP - loteamento Macuco;Evolução dentro do previsto.;Custos dentro do previsto.
40.041.723/0001-53;2021-06-30;1;Imóveis para renda em construção;Cyrela On The Parc By Yoo;Não se aplica;Não se aplica
40.041.723/0001-53;2021-06-30;1;Imóveis para renda em construção;Iconyc;Não se aplica;Não se aplica
40.041.723/0001-53;2021-06-30;1;Imóveis para renda em construção;Atmosfera Vila Mariana;Não se aplica;Não se aplica
40.041.723/0001-53;2021-06-30;1;Imóveis para renda em construção;Cyrela For You;Não se aplica;Não se aplica
40.041.723/0001-53;2021-09-30;1;Imóveis para renda em construção;Atmosfera Vila Mariana;Não se aplica;Não se aplica
40.041.723/0001-53;2021-09-30;1;Imóveis para renda em construção;Iconyc;Não se aplica;Não se aplica
40.041.723/0001-53;2021-09-30;1;Imóveis para renda em construção;Cyrela For You;Não se aplica;Não se aplica
